wkb_geometry;codice;strada;desvia;fumetto;vifraz;sensouni;tipo_arco;tipo_cod;tipo_stra
"LINESTRING (661413.23 5109144.35,661414.83 5109165.17,661415.96 5109183.92,661416.43 5109201.54,661412.19 5109235.93,661408.52 5109257.98,661405.22 5109278.05,661401.74 5109290.11,661396.72 5109298.87)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;SP 235 dell'Interporto
"LINESTRING (661175.04 5109716.73,661167.69 5109728.42,661159.89 5109741.35,661146.11 5109759.61,661126.52 5109784.01,661106.27 5109803.93,661086.02 5109822.85,661063.77 5109842.11,661035.72 5109865.52,661009.66 5109890.75,660990.4 5109913.66,660981.77 5109925.44,660974.46 5109936.57,660962.18 5109955.82,660952.22 5109974.41,660943.26 5109993.34,660934.13 5110014.59,660927.82 5110033.68,660919.52 5110061.57,660914.37 5110083.64)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;SP 235 dell'Interporto
"LINESTRING (661349.96 5108798.31,661352.03 5108813.47,661362.0 5108852.5,661376.19 5108905.5,661383.54 5108935.19,661387.86 5108946.72,661394.58 5108958.88)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;PRINCIPALE;1;SP 235 dell'Interporto
"LINESTRING (661169.77 5109707.5,661182.89 5109686.42,661260.03 5109560.14,661333.9 5109438.6,661345.58 5109415.99,661355.57 5109395.45,661364.8 5109374.53,661373.66 5109348.52,661382.33 5109320.64,661387.58 5109297.18)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;SP 235 dell'Interporto
"LINESTRING (662230.49 5106647.82,662241.23 5106633.12,662254.61 5106616.73,662265.16 5106606.17,662278.73 5106594.11,662292.3 5106584.5)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;SP 235 dell'Interporto
"LINESTRING (662292.3 5106584.5,662308.5 5106575.84,662319.24 5106570.56,662341.86 5106564.53)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;SP 235 dell'Interporto
"LINESTRING (662761.99 5106681.23,662810.3 5106706.61,662854.79 5106729.71,662877.49 5106741.41,662896.88 5106750.2,662909.98 5106755.8,662927.07 5106762.3,662944.37 5106768.6,662965.76 5106775.1,663014.15 5106789.19,663062.84 5106803.39,663103.01 5106815.68)";3807;3807;TANGENZIALE OVEST;TANGENZIALE OVEST;TRENTO;1;PRINCIPALE;1;SS 12 dell'Abetone e del Brennero
"LINESTRING (664106.09 5106295.36,664111.75 5106284.5,664117.5 5106273.5,664122.19 5106264.5,664161.12 5106190.0,664228.75 5106065.0)";6003;6003;VIA BASSANO;VIA BASSANO;TRENTO;0;PRINCIPALE;1;SS 47 della Valsugana
"LINESTRING (663189.12 5108243.0,663185.01 5108261.26,663180.5 5108276.5)";5500;5500;PIAZZA DELLA LIBERTA';PIAZZA DELLA LIBERTA';TRENTO;0;;0;
"LINESTRING (663861.07 5109768.24,663869.25 5109769.5,663877.06 5109771.0,663881.06 5109772.0)";8480;8480;VIA AL CANON;VIA AL CANON;TRENTO;0;;0;
"LINESTRING (663423.69 5110181.5,663416.48 5110134.19,663415.44 5110122.0,663415.31 5110112.0,663416.88 5110089.5,663418.49 5110075.31,663422.11 5110063.58,663426.62 5110052.5,663431.12 5110041.5,663436.25 5110025.0,663441.71 5110004.5,663444.19 5109999.5,663448.81 5109991.5,663495.94 5109916.0)";8470;8470;VIA DELLE TRE CROCI;VIA DELLE TRE CROCI;TRENTO;0;;0;
"LINESTRING (663592.75 5109854.0,663594.29 5109844.22,663591.51 5109838.93,663589.8 5109830.52)";8472;8472;PIAZZA DELL'ASSUNTA;PIAZZA DELL'ASSUNTA;TRENTO;1;;0;
"LINESTRING (663592.75 5109854.0,663599.94 5109853.0,663605.75 5109851.0,663608 5109850)";8472;8472;PIAZZA DELL'ASSUNTA;PIAZZA DELL'ASSUNTA;TRENTO;0;;0;
"LINESTRING (663589.8 5109830.52,663585.69 5109830.5,663576.9 5109829.41,663569.75 5109828.0)";8472;8472;PIAZZA DELL'ASSUNTA;PIAZZA DELL'ASSUNTA;TRENTO;0;;0;
"LINESTRING (663563.5 5109855.37,663563.69 5109845.51,663563.83 5109837.64,663565.88 5109832.15,663569.75 5109828.0)";8472;8472;PIAZZA DELL'ASSUNTA;PIAZZA DELL'ASSUNTA;TRENTO;0;;0;
"LINESTRING (663563.5 5109855.37,663571.57 5109852.78,663586.25 5109854.5)";8472;8472;PIAZZA DELL'ASSUNTA;PIAZZA DELL'ASSUNTA;TRENTO;0;;0;
"LINESTRING (663305.01 5109876.08,663293.83 5109884.3)";8471;8471;VIA VECCHIE PONTARE;VIA VECCHIE PONTARE;TRENTO;0;;0;
"LINESTRING (663202.23 5109803.63,663183.19 5109837.33,663175.85 5109853.05,663172.5 5109865.0,663162.09 5109933.92,663160.38 5109952.0,663163.12 5109970.0,663167.07 5109983.82,663175.0 5109999.01,663185.25 5110013.5)";8418;8418;VIA CA ROSSA;VIA CA ROSSA;TRENTO;0;;1;
"LINESTRING (663574.88 5110137.0,663570.38 5110151.5,663565.75 5110161.91,663554.2 5110184.83)";8465;8465;PASSEGGIATA F. PERGHEM;PASSEGGIATA F. PERGHEM;TRENTO;0;;0;
"LINESTRING (663843.65 5110552.28,663865.69 5110652.5,663875.69 5110690.0,663885.06 5110720.0,663936.65 5110882.59,663938.71 5110887.68,663944.75 5110896.0,663950.23 5110902.11,663958.12 5110908.0,663970.5 5110914.5,663986.37 5110917.88,664000.32 5110917.63,664037.42 5110907.08,664049.19 5110904.54,664056.62 5110904.0,664076.62 5110905.0,664109.7 5110912.42,664122.19 5110914.97)";8419;8419;VIA BELLARIA;VIA BELLARIA;TRENTO;0;;1;SP 76 Gardolo-Lases
"LINESTRING (664122.19 5110914.97,664133.1 5110916.18,664155.12 5110914.5,664169.72 5110909.99,664181.25 5110904.5,664191.79 5110897.33,664201.75 5110888.0,664211.07 5110875.43,664217.47 5110863.05,664224.54 5110836.39,664232.21 5110809.77,664235.51 5110782.82,664235.96 5110773.28)";8419;8419;VIA BELLARIA;VIA BELLARIA;TRENTO;0;;1;SP 76 Gardolo-Lases
"LINESTRING (664576.45 5110679.74,664578.19 5110688.0,664613.12 5110831.5,664614.61 5110844.15)";8540;8540;VIA DEL RIO PAPA;VIA DEL RIO PAPA;TRENTO;0;;0;
"LINESTRING (664545.02 5111425.37,664598.75 5111475.5,664612.21 5111491.91,664618.81 5111503.5,664624.07 5111516.09,664627.38 5111528.0,664645.9 5111633.01,664646.13 5111648.82,664644.51 5111670.38,664638.08 5111716.28,664638.78 5111734.03,664651.47 5111805.63,664653.12 5111821.09,664652.86 5111828.05,664647.29 5111884.72,664647.19 5111923.19,664649.21 5111935.13,664658.07 5111973.72,664674.59 5112016.83,664691.45 5112042.39,664740.64 5112104.45,664767.76 5112136.26,664793.66 5112170.85,664801.19 5112187.5,664806.7 5112207.01,664808.81 5112226.5,664807.39 5112253.94,664798.82 5112315.11,664800.03 5112333.17,664802.7 5112343.64,664809.94 5112364.0,664871.81 5112487.52,664886.33 5112510.68,664905.45 5112532.19,664923.1 5112548.37,664942.81 5112562.5,664982.27 5112583.01,665012.52 5112593.62,665029.35 5112596.09,665047.12 5112594.9,665074.59 5112589.0,665106.21 5112584.58,665130.01 5112582.68,665442.73 5112607.52,665480.56 5112609.0,665575.67 5112595.38,665609.75 5112594.14,665677.12 5112597.5,665692.29 5112595.06,665715.78 5112586.56,665754.25 5112567.12,665794.11 5112552.91,665804.07 5112546.16,665813.26 5112538.62,665821.34 5112528.65,665848.37 5112482.74,665880.78 5112431.28,665887.88 5112407.84,665886.23 5112383.01,665882.38 5112341.36,665881.28 5112275.0,665887.33 5112225.25,665900.57 5112207.05,665983.06 5112104.0,666000.41 5112064.18,666010.15 5112028.28,666017.14 5112013.21,666023.03 5112004.61,666027.99 5112000.89,666034.61 5111997.99,666040.3 5111996.29,666046.58 5111995.95,666052.99 5111996.29,666060.54 5111999.09,666069.53 5112004.75,666074.87 5112011.74,666077.44 5112022.58,666079.28 5112046.67,666079.46 5112102.74,666080.2 5112131.6,666081.3 5112143.0,666083.94 5112155.5,666093.42 5112187.67,666102.81 5112208.26,666110.04 5112220.39,666125.61 5112234.37,666145.64 5112247.6,666167.15 5112264.52,666186.09 5112285.66,666191.82 5112295.86,666213.11 5112345.22,666228.92 5112374.27,666239.22 5112385.85,666250.62 5112395.6,666262.44 5112403.5,666359.51 5112442.59,666374.29 5112451.57,666411.85 5112477.59,666423.06 5112483.66,666434.19 5112488.5,666457.25 5112491.56,666532.5 5112514.5,666607.5 5112541.0,666623.45 5112549.47,666687.61 5112591.39,666720.88 5112607.57,666871.81 5112659.62,666970.35 5112723.02,666986.72 5112731.11,667004.0 5112737.36,667119.19 5112758.5,667144.45 5112764.38)";8414;8414;VIA DEL PORFIDO;VIA DEL PORFIDO;TRENTO;0;;1;SP 76 Gardolo-Lases
"LINESTRING (665729.81 5105258.72,665731.06 5105243.5,665731.67 5105223.47,665728.86 5105213.94,665707.94 5105122.36,665699.79 5105112.97,665694.96 5105107.65,665692.65 5105107.13)";6495;6495;VIA DI ZELL;VIA DI ZELL;TRENTO;0;;0;
"LINESTRING (665495.44 5105079.35,665500.27 5105068.08,665507.2 5105059.77,665518.81 5105045.33,665533.12 5105027.5,665545.09 5105012.88,665555.99 5104996.31,665567.35 5104979.97)";6240;6240;VIA DEI MASETTI;VIA DEI MASETTI;TRENTO;0;;0;
"LINESTRING (665675.56 5104988.36,665683.7 5104982.79,665709.15 5104955.4)";6240;6240;VIA DEI MASETTI;VIA DEI MASETTI;TRENTO;0;;0;
"LINESTRING (665675.56 5104988.36,665685.52 5104990.86,665729.77 5104996.3,665747.76 5104998.68,665758.46 5104998.68,665764.38 5104997.73,665768.88 5104994.89,665776.1 5104986.3,665787.14 5104971.43,665790.86 5104965.4,665794.73 5104956.38,665796.64 5104949.61)";6240;6240;VIA DEI MASETTI;VIA DEI MASETTI;TRENTO;0;;0;
"LINESTRING (661309.86 5109208.7,661304.47 5109194.56,661302.23 5109168.47,661302.26 5109122.19,661306.18 5109097.74,661312.48 5109079.26,661319.62 5109062.06,661326.46 5109045.61,661331.53 5109027.85)";0;0;;;TRENTO;1;;1;Autostrada A22
"LINESTRING (661350.56 5109046.5,661341.03 5109050.44,661332.15 5109055.76,661324.5 5109066.52,661321.18 5109076.5,661316.63 5109093.03,661314.97 5109106.11,661315.14 5109121.44,661315.89 5109141.97,661316.08 5109169.78,661315.14 5109195.16,661309.86 5109208.7)";0;0;;;TRENTO;1;;1;Autostrada A22
"LINESTRING (665845.14 5108221.42,665837.31 5108221.66)";6461;6461;PIAZZETTA DEL MONT;PIAZZETTA DEL MONT;TRENTO;0;;0;
"LINESTRING (665837.31 5108221.66,665810.72 5108213.62,665795.05 5108208.26,665783.27 5108202.22,665775.8 5108196.62,665772.69 5108193.25,665767.1 5108185.78,665761.32 5108175.03,665759.38 5108170.94,665753.06 5108153.0,665750.84 5108144.1,665750.52 5108140.85,665753.61 5108123.53)";6462;6462;VIA PER BEDOL;VIA PER BEDOL;TRENTO;0;;0;
"LINESTRING (661331.53 5109027.85,661329.61 5109023.69,661327.53 5109018.25,661326.09 5109011.69,661325.29 5109005.13,661325.45 5108999.69,661326.25 5108993.13,661328.33 5108986.72,661332.01 5108979.36,661336.17 5108973.12)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;
"LINESTRING (661350.56 5109046.5,661345.0 5109043.5,661339.94 5109039.5,661337.5 5109037.0,661333.93 5109032.17,661331.53 5109027.85)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;;1;
"LINESTRING (665198.19 5108500.0,665197.06 5108524.5,665198.56 5108552.0,665200.5 5108577.0,665202.66 5108581.55)";6450;6450;STRADA DI MONTEVACCINO;STRADA DI MONTEVACCINO;TRENTO;0;;0;SP 131 del Vino 2 tronco
"LINESTRING (664195.77 5107505.69,664182.19 5107526.79,664173.94 5107541.35,664161.57 5107567.79,664160.37 5107574.24,664160.21 5107580.91,664161.52 5107595.31,664174.31 5107647.5)";6050;6050;VIA AI BOLLERI;VIA AI BOLLERI;TRENTO;0;;0;SP 131 del Vino 2 tronco
"LINESTRING (664533.68 5106889.24,664525.69 5106904.0,664505.42 5106942.99,664501.79 5106949.31,664497.42 5106955.28,664488.56 5106964.37,664483.0 5106968.5,664460.07 5106981.38,664445.33 5106991.2,664438.61 5106998.19,664433.76 5107008.62,664420.41 5107043.07)";6050;6050;VIA AI BOLLERI;VIA AI BOLLERI;TRENTO;0;;0;
"LINESTRING (665272.85 5105048.94,665260.88 5105062.3,665252.93 5105072.46,665240.08 5105090.89,665224.19 5105114.37)";6481;6481;VIA DEI CONSOLATI;VIA DEI CONSOLATI;TRENTO;0;;0;
"LINESTRING (665351.0 5105174.59,665343.89 5105171.27,665340.03 5105167.69,665333.42 5105152.43,665331.594742673 5105145.70746755)";6481;6481;VIA DEI CONSOLATI;VIA DEI CONSOLATI;TRENTO;0;;0;
"LINESTRING (664297.82 5105542.94,664297.89 5105534.53,664296.3 5105522.23,664293.71 5105504.62,664293.31 5105499.6,664293.13 5105492.61,664293.37 5105484.91,664293.76 5105478.8,664304.34 5105441.42,664305.27 5105437.6,664306.62 5105431.96,664307.42 5105426.01,664308.21 5105417.28,664308.5 5105390.8,664309.08 5105381.27,664310.44 5105370.95,664311.3 5105362.28,664311.78 5105354.44)";3848;3848;VIA DON UMBERTO PESSINA;VIA DON UMBERTO PESSINA;TRENTO;0;;0;
"LINESTRING (664311.78 5105354.44,664311.62 5105345.45,664308.29 5105333.8,664304.11 5105318.98,664303.953081057 5105318.7221332)";3848;3848;VIA DON UMBERTO PESSINA;VIA DON UMBERTO PESSINA;TRENTO;0;;0;
"LINESTRING (664284.25 5105274.42,664284.02 5105264.99,664285.48 5105254.55,664287.95 5105244.9,664293.21 5105222.5,664292.89 5105218.3,664291.3 5105205.35,664289.19 5105194.0,664285.82 5105177.77,664282.92 5105167.8,664280.9 5105161.62,664276.81 5105153.5,664265.88 5105135.23,664264.41 5105132.29,664262.82 5105127.93,664262.24 5105121.59,664263.25 5105116.32,664265.38 5105108.5,664268.78 5105100.65,664274.19 5105088.5,664277.31 5105076.5)";3848;3848;VIA DON UMBERTO PESSINA;VIA DON UMBERTO PESSINA;TRENTO;0;;0;
"LINESTRING (664282.5 5104879.0,664279.31 5104887.0,664277.06 5104891.0)";2430;2430;VIA DI PIETRASTRETTA;VIA DI PIETRASTRETTA;TRENTO;0;;0;
"LINESTRING (664353.13 5104843.26,664347.56 5104857.0,664342.16 5104863.01,664335.38 5104867.0,664327.75 5104869.5,664322 5104870,664295.44 5104867.5,664293.5 5104868.0,664288.25 5104871.0,664284.19 5104875.5,664282.5 5104879.0)";2430;2430;VIA DI PIETRASTRETTA;VIA DI PIETRASTRETTA;TRENTO;0;;0;
"LINESTRING (664606.54 5104882.99,664625.27 5104872.82,664643.75 5104866.25,664660.25 5104862.28,664676 5104859,664738.0 5104849.5)";6003;6003;VIA BASSANO;VIA BASSANO;TRENTO;0;;1;SS 47 della Valsugana
"LINESTRING (664889.29 5104810.34,664916.75 5104793.0,664953.12 5104769.5,665035.38 5104713.5)";6003;6003;VIA BASSANO;VIA BASSANO;TRENTO;0;;1;SS 47 della Valsugana
"LINESTRING (665304.81 5105249.5,665331.56 5105197.5,665338.38 5105187.5)";6330;6330;VIA DI PRADISCOLA;VIA DI PRADISCOLA;TRENTO;0;;0;
"LINESTRING (666215.58 5104815.88,666244.79 5104833.93,666263.77 5104849.25,666271.1 5104856.57,666283.38 5104871.0,666284.88 5104873.0,666320.06 5104912.5,666358.08 5104955.45,666368.5 5104967.0,666383.64 5104979.11,666421.94 5105008.5,666457.81 5105034.5,666469.71 5105043.44,666486.67 5105053.46,666493.3 5105056.78,666502.88 5105060.5)";6400;6400;VIA ALLA VEDUTA;VIA ALLA VEDUTA;TRENTO;0;;0;
"LINESTRING (665811.45 5104606.68,665820.44 5104593.0)";6310;6310;VIA PONTE ALTO;VIA PONTE ALTO;TRENTO;0;;0;
"LINESTRING (665949.6 5104541.05,665929.94 5104551.0)";6310;6310;VIA PONTE ALTO;VIA PONTE ALTO;TRENTO;0;;0;
"LINESTRING (664559.9 5104341.89,664562.88 5104308.43,664564.36 5104303.83)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (664567.28 5104062.8,664567.75 5104041.0,664563.94 5104023.5)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (664577.99 5104379.23,664589.7 5104360.56,664590.77 5104358.68)";1470;1470;VIA DELLE LASTE;VIA DELLE LASTE;TRENTO;0;;0;
"LINESTRING (664567.5 5104395.13,664568.46 5104396.36,664577.97 5104404.01,664597.66 5104416.17,664602.19 5104419.73,664605.52 5104423.98,664608.11 5104428.98,664609.78 5104435.45,664610.15 5104441.0,664609.19 5104466.78,664606.23 5104475.32,664603.0 5104480.5)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (664583.78 5104383.2,664588.06 5104386.14)";600;600;VIA DEI CAPPUCCINI;VIA DEI CAPPUCCINI;TRENTO;0;SECONDARIO;0;
"LINESTRING (664548.81 5104293.92,664564.36 5104303.83)";3130;3130;SALITA SODEGERIO DA TITO;SALITA SODEGERIO DA TITO;TRENTO;0;;0;
"LINESTRING (664590.77 5104358.68,664594.75 5104353.39,664605.99 5104338.45,664608.8 5104336.76,664622.65 5104335.66,664629.45 5104335.42,664637.45 5104332.56,664647.19 5104328.0,664667.88 5104317.0,664698.57 5104305.41,664714.96 5104291.5,664725.04 5104279.09,664731.5 5104270.0,664747.5 5104247.5,664753.06 5104240.5)";1470;1470;VIA DELLE LASTE;VIA DELLE LASTE;TRENTO;0;;0;
"LINESTRING (664563.08 5104343.59,664590.77 5104358.68)";590;590;PIAZZA DEI CAPPUCCINI;PIAZZA DEI CAPPUCCINI;TRENTO;0;;0;
"LINESTRING (664563.08 5104343.59,664560.18 5104374.24,664557.07 5104379.01)";590;590;PIAZZA DEI CAPPUCCINI;PIAZZA DEI CAPPUCCINI;TRENTO;0;;0;
"LINESTRING (664588.06 5104386.14,664593.69 5104390.0,664598.78 5104393.99,664602.12 5104399.0,664629.69 5104454.5,664634.25 5104461.0)";600;600;VIA DEI CAPPUCCINI;VIA DEI CAPPUCCINI;TRENTO;0;SECONDARIO;0;
"LINESTRING (664613.9 5104066.28,664615.8 5104069.49,664620.74 5104072.83,664675.0 5104098.5,664689.36 5104110.44,664698.51 5104121.42,664702.58 5104125.69,664709.29 5104132.6,664722.19 5104149.0,664763.0 5104205.5)";2690;2690;VIA DELLA SALUGA;VIA DELLA SALUGA;TRENTO;0;;0;
"LINESTRING (664753.02 5103962.17,664758.93 5103964.18,664765.03 5103967.48)";1320;1320;SALITA DEI GIARDINI;SALITA DEI GIARDINI;TRENTO;0;;0;
"LINESTRING (664793.83 5103996.49,664795.1 5104001.1,664796.21 5104009.84,664799.71 5104021.76,664801.3 5104023.82,664804.32 5104025.73,664808.45 5104026.69,664838.94 5104027.0)";830;830;VIA DELLA COLLINA;VIA DELLA COLLINA;TRENTO;1;;0;
"LINESTRING (665170.28 5104235.16,665172.93 5104251.21,665175.76 5104257.82,665178.16 5104262.32,665184.19 5104273.5,665201.94 5104311.0,665212.52 5104332.21)";3502;3502;VIA DEI GIARDINI;VIA DEI GIARDINI;TRENTO;0;;0;
"LINESTRING (665488.39 5104143.22,665499.42 5104150.71,665524.72 5104165.58,665531.33 5104168.26,665536.6 5104170.02,665540.63 5104170.85,665545.69 5104171.57,665550.23 5104171.98,665555.71 5104171.78,665561.59 5104170.79)";6473;6473;VIA AL VASCON;VIA AL VASCON;TRENTO;0;;0;
"LINESTRING (665488.39 5104143.22,665496.43 5104166.23)";6471;6471;PIAZZA DI SAN DONA';PIAZZA DI SAN DONA';TRENTO;0;;0;
"LINESTRING (665428.02 5104194.99,665408.26 5104225.77)";6471;6471;PIAZZA DI SAN DONA';PIAZZA DI SAN DONA';TRENTO;0;;0;
"LINESTRING (665465.3 5104177.59,665428.02 5104194.74)";6471;6471;PIAZZA DI SAN DONA';PIAZZA DI SAN DONA';TRENTO;0;;0;
"LINESTRING (664908.92 5103218.13,664909.17 5103217.41,664909.76 5103216.51,664910.34 5103215.9,664911.15 5103215.23,664912.05 5103214.78,664912.94 5103214.49,664914.11 5103214.4,664915.24 5103214.56,664916.31 5103214.83,664917.32 5103215.31)";0;0;;;TRENTO;1;;0;
"LINESTRING (664910.19 5103223.78,664910.41 5103229.42,664908.91 5103234.59,664901.62 5103245.5,664883.19 5103273.0)";1150;1150;VIA FIUME;VIA FIUME;TRENTO;0;;0;
"LINESTRING (665337.56 5103764.48,665340.04 5103760.89,665340.04 5103758.41,665340.87 5103753.44,665341.67 5103750.09,665343.21 5103747.51,665345.28 5103745.31,665348.73 5103743.65,665352.46 5103742.55,665359.85 5103741.21,665380.6 5103738.44,665398.81 5103737.72,665409.47 5103736.87,665415.12 5103737.1,665435.47 5103743.81)";1690;1690;SALITA F. MANCI;SALITA F. MANCI;TRENTO;0;;0;
"LINESTRING (665287.48 5103707.78,665292.45 5103708.47,665300.72 5103707.09,665312.59 5103702.82,665322.93 5103696.47,665333.42 5103686.95,665335.49 5103685.02,665336.87 5103684.74,665338.38 5103685.02,665338.94 5103686.54,665337.56 5103696.88,665333.97 5103707.51,665328.04 5103718.13,665317.42 5103733.99,665314.66 5103739.1,665314.11 5103742.13,665314.8 5103745.17,665317.42 5103749.44,665322.24 5103754.96,665332.48 5103764.17,665334.52 5103766.0,665337.56 5103764.48)";1690;1690;SALITA F. MANCI;SALITA F. MANCI;TRENTO;0;;0;
"LINESTRING (664984.19 5103445.5,664984.5 5103445.5,665025.25 5103453.0)";360;360;VIA P. BENEDETTO BONELLI;VIA P. BENEDETTO BONELLI;TRENTO;0;;0;
"LINESTRING (664832.49 5103369.25,664830 5103399)";1340;1340;VIA B. GIOVANELLI;VIA B. GIOVANELLI;TRENTO;0;;0;
"LINESTRING (664832.49 5103369.25,664821.02 5103358.08,664813.55 5103352.61)";1340;1340;VIA B. GIOVANELLI;VIA B. GIOVANELLI;TRENTO;1;;0;
"LINESTRING (664813.55 5103352.61,664771.12 5103362.0,664743.81 5103366.5,664727.94 5103370.0,664669.94 5103383.0,664569.12 5103405.5)";2730;2730;VIA SAN BERNARDINO;VIA SAN BERNARDINO;TRENTO;1;;0;
"LINESTRING (666637.5 5105348.0,666611.5 5105335.0,666601.36 5105330.49,666597.39 5105329.92,666593.24 5105330.36,666589.97 5105331.58,666587.12 5105333.5,666585.4 5105335.49,666584.35 5105337.71,666583.55 5105341.25,666583.58 5105344.54,666584.34 5105347.74,666585.81 5105350.5)";6411;6411;VIA PER TAVERNARO;VIA PER TAVERNARO;TRENTO;0;PRINCIPALE;0;
"LINESTRING (667487.69 5106474.0,667495.12 5106485.46,667497.75 5106494.44,667497.09 5106501.45,667494.85 5106507.49,667492.27 5106511.97,667474.53 5106531.24,667433.71 5106555.87,667409.03 5106572.64,667372.01 5106598.27,667358.65 5106608.13,667341.35 5106616.23,667322.29 5106624.78,667302.38 5106630.0,667291.84 5106632.88,667284.39 5106636.6,667276.26 5106644.15,667269.06 5106656.1,667263.8 5106665.96,667258.75 5106670.0,667250.88 5106670.99,667240.09 5106670.48,667225.03 5106669.24,667212.33 5106668.58,667190.27 5106669.0,667183.63 5106669.64,667173.34 5106671.87,667156.25 5106676.91,667148.15 5106681.29,667122.96 5106684.36,667115.73 5106685.67,667089.22 5106689.83,667079.8 5106692.02,667068.63 5106698.16,667068.41 5106684.79,667069.95 5106657.19,667069.07 5106649.97,667066.52 5106638.17,667062.5 5106627.18,667054.38 5106604.99,667051.11 5106598.71,667041.21 5106582.31,667037.75 5106577.68,667020.31 5106559.0,667013.43 5106551.83,667009.1 5106548.08,667003.14 5106545.26,666980.19 5106538.0,666970.28 5106535.84,666961.31 5106536.5,666936.55 5106539.35,666916.16 5106542.1,666905.01 5106544.39,666898.21 5106546.36,666873.24 5106555.56,666841.92 5106567.6,666831.66 5106570.56,666822.21 5106571.77,666804.24 5106573.96,666791.38 5106572.0,666780.75 5106569.5,666774.45 5106569.79,666767.66 5106571.11,666734.81 5106578.34,666716.19 5106582.94,666695.38 5106591.26,666667.44 5106604.0,666632.07 5106621.27,666608.2 5106628.94,666569.21 5106634.85,666548.84 5106637.48,666524.62 5106639.5,666467.57 5106642.52,666448.96 5106641.89,666438.87 5106640.33,666412.81 5106634.41,666393.97 5106631.57,666376.45 5106630.91,666346.25 5106631.99,666290.94 5106636.0,666249.18 5106641.42,666211.72 5106651.28,666156.96 5106665.3,666124.54 5106673.84,666118.19 5106676.69,666101.98 5106686.55,666096.94 5106692.24,666081.83 5106710.86,666074.38 5106718.97,666069.78 5106720.72,666063.87 5106719.84,666057.08 5106717.87,666048.69 5106715.5,666040.94 5106716.5,666021.37 5106720.94,666005.16 5106728.38,665998.15 5106731.23,665990.92 5106732.77,665979.1 5106734.52,665969.24 5106735.17,665942.19 5106735.0,665910.31 5106737.5,665892.35 5106737.58,665884.25 5106741.97,665885.34 5106744.81,665894.54 5106746.13,665935.51 5106748.97,665956.19 5106751.5,665972.96 5106755.11,665986.5 5106756.0,666006.31 5106756.5,666021.12 5106755.0,666027.72 5106754.23,666036.27 5106755.98,666051.44 5106761.0,666072.44 5106768.0,666082.0 5106770.35,666089.28 5106770.88,666104.69 5106772.5,666121.38 5106772.5,666141.95 5106769.87,666167.84 5106765.79,666201.42 5106759.08,666214.84 5106755.48,666219.16 5106752.12,666229.44 5106741.0)";6414;6414;VIA PER CAMPEL;VIA PER CAMPEL;TRENTO;0;;0;
"LINESTRING (663715.57 5105103.01,663723.7 5105110.35,663731.57 5105115.07,663742.58 5105137.48)";3511;3511;PIAZZALE C. RUSCONI;PIAZZALE C. RUSCONI;TRENTO;0;;0;
"LINESTRING (663715.57 5105103.01,663712.29 5105104.32,663708.89 5105104.84)";0;0;;;TRENTO;1;;0;
"LINESTRING (665091.06 5100710.0,665088.15 5100716.26,665083.5 5100722.5,665081.93 5100754.72)";3803;3803;PIAZZALE EUROPA;PIAZZALE EUROPA;TRENTO;0;;0;
"LINESTRING (662471.16 5106616.82,662512.21 5106616.34,662521.19 5106616.2,662529.91 5106617.7,662538.89 5106620.01,662622.33 5106642.47,662657.59 5106654.18,662677.6 5106660.44,662687.94 5106663.3,662696.11 5106664.66,662700.74 5106664.8,662704.0 5106664.12,662707.14 5106662.76,662710.54 5106658.4,662712.23 5106654.94,662714.21 5106653.23,662717.75 5106653.64,662732.86 5106660.58,662744.83 5106666.34)";3512;3512;VIA SILVANO NATALE;VIA SILVANO NATALE;TRENTO;0;;0;
"LINESTRING (665091.06 5100710.0,665095.4 5100703.89,665100.59 5100701.83,665115.01 5100701.91,665146.45 5100703.13,665147.87 5100654.08)";3803;3803;PIAZZALE EUROPA;PIAZZALE EUROPA;TRENTO;0;;0;
"LINESTRING (665081.93 5100754.72,665078.94 5100816.0,665092.45 5100816.54,665094.55 5100754.63,665088.81 5100754.26,665091.06 5100710.0)";3803;3803;PIAZZALE EUROPA;PIAZZALE EUROPA;TRENTO;0;;0;
